,category,headline,authors,link,short_description,date
7454,WORLD NEWS,‘Doomsday Clock’ Swings To 2-Minute Countdown Due To Nuclear Threat,Jesselyn Cook,https://www.huffingtonpost.com/entry/doomsday-clock-2-minute-nuclear-threat_us_5a6a032fe4b06e253265713a,"Tick, tick, tick...",2018-01-25
7455,TRAVEL,"Ten Foodie Surprises in Orlando, Florida","Jenny Block, Contributor
Writer and Author of ""O Wow: Discovering Your Ultimate Orgasm""...",https://www.huffingtonpost.com/entry/ten-foodie-surprises-in-o_us_5b9d1a54e4b03a1dcc847b63,"Orlando is actually quite the foodie town, with chef-driven menus and farm to table restaurants. So, if the mouse is the only thing you're going to Orlando to see, well, you're missing out.",2013-05-03
7456,TRAVEL,Thank You Somali Pirates For This Fascinating Vacation (PHOTOS),"Lindblad Expeditions, Contributor
Pioneers in expedition travel",https://www.huffingtonpost.com/entry/thank-you-somali-pirates_us_5b9b98dee4b03a1dcc78e90a,"Recently, 148 accomplished travelers aboard National Geographic Explorer found themselves in the historic position of being the largest group of tourists to dock in the Freeport of Monrovia, Liberia since the 1970s.",2012-04-23
7457,TRAVEL,11 Best Winter Getaways to Lock in NOW,"Budget Travel, Contributor
Your source for vacation inspiration, travel deals, and expert...",https://www.huffingtonpost.com/entry/11-best-winter-getaways-t_us_5b9d8b05e4b03a1dcc895147,"We know, we know: You've still got some sand in your shoes. Who wants to think about winter when it's still so far away? But you might want to reconsider. If you want a price as dreamy as these trips, don't wait for the first snowfall to make your reservation.",2013-09-24
7458,TRAVEL,"America The Beautiful, In 14 Hypnotic Time Lapse GIFs",James Cave,https://www.huffingtonpost.com/entry/america-time-lapse-gifs_n_5546108.html,,2014-07-04
7459,WORLD NEWS,Trump Slaps New Sanctions On Iran After Certifying Its Compliance With Nuclear Deal,"Mohammad Zargham and Steve Holland, Reuters",https://www.huffingtonpost.com/entry/trump-iran-new-sanctions-compliance-nuclear-deal_us_596f5638e4b00db3d0f48afd,The U.S. said Iran's ballistic missile program and Tehran’s “malign activities” in the Middle East undercut any “positive contributions” from the 2015 deal.,2017-07-19
7460,TRAVEL,10 Reasons Why Rio is AMAZING!,"Sonia Gil, Contributor
Host and co-creator of Sonia's Travels",https://www.huffingtonpost.com/entry/10-reasons-why-rio-is-ama_us_5b9de24de4b03a1dcc8e2687,7. Even nuns go to the beach.,2014-02-20
7461,WORLD NEWS,Trump’s 'New' Strategy In Afghanistan Is Doomed To Fail,"Alon Ben-Meir, ContributorSenior Fellow, Center for Global Affairs, NYU",https://www.huffingtonpost.com/entry/trumps-new-strategy-in-afghanistan-is-doomed-to_us_599db3cce4b056057bddd020,"President Trump’s new strategy that would presumably win the war against the Taliban in Afghanistan is doomed to fail, just",2017-08-23
7462,WORLD NEWS,Cardinal George Pell Appears In Court Over Historical Sex Offense Charges,"Eoin Blackwell, HuffPost Australia",https://www.huffingtonpost.com/entry/george-pell-historical-sexual-offenses_us_59780304e4b0e201d5797311,Pell appeared in Australian court on Wednesday for a brief preliminary hearing to set the pace of upcoming proceedings.,2017-07-26
7463,TRAVEL,Cruising Northern Europe: Our Day in Oslo,"Rick Steves, Contributor
Contributor",https://www.huffingtonpost.com/entry/cruising-northern-europe_us_5b9d8036e4b03a1dcc88d1d5,"Each morning, a giant cruise ship ties up just next to the sparkling new Oslo Opera House. As thousands of visitors pour",2013-09-10
7464,TRAVEL,A Stylish Guide To London's West End,"The Purple Passport, Contributor
Contributor",https://www.huffingtonpost.com/entry/a-stylish-guide-to-london_us_5b9c52d9e4b03a1dcc7dcdad,"Make for media hub Bloomsbury, where high-profile publishers and digital media firms abound and cultural institutions like the British Museum and University of London set a smart, worldly tone.",2012-10-09
7465,TRAVEL,Christmas in Tokyo: Holiday Illuminations Go for the Glow,"Gail Nakada, Contributor
American Journalist based in Japan.",https://www.huffingtonpost.com/entry/christmas-in-tokyo_us_5b9db146e4b03a1dcc8b8fb6,"Traveling to Tokyo this December? Don't worry about missing out on holiday cheer. Japanese have embraced, if not the spirit, at least the traditions of the holidays with typical enthusiasm.",2013-12-03
7466,WORLD NEWS,Man Who Drove Van Into London Mosque Worshippers Jailed For 43 Years,"Michael Holden, Reuters",https://www.huffingtonpost.com/entry/man-who-drove-van-into-london-mosque-worshippers-jailed-for-43-years_us_5a748527e4b0905433b3a779,Darren Osborne was found guilty of murder after the jury took less than an hour to reach their verdict.,2018-02-02
7467,TRAVEL,16 Questions You Should Never Ask In Paris,Suzy Strutner,https://www.huffingtonpost.com/entry/paris-travel_us_5b9df1d3e4b03a1dcc8f442a,8. Can I have a croissant sandwich? Croissants are the tentpole of French pastry tradition. Do not so much as hint they be,2014-03-30
7468,TRAVEL,Egypt & Bali: Opposites Attract,"Halle Eavelyn, Contributor
Transformational Coach, Author, Speaker, Tour Leader",https://www.huffingtonpost.com/entry/egypt-bali-opposites-attr_us_5b9d78f7e4b03a1dcc88714e,"For me, having been to Egypt nearly 20 times and to Bali over a dozen, they are the perfect Yin/Yang complement to each other -- the masculine and feminine sides of spirituality.",2013-09-03
7469,TRAVEL,Cambodia's Angkor Vs. Burma's Bagan: Which Should You Visit?,"Lina Eroh, Contributor
Full Time Wanderer + Writer + Entrepreneur",https://www.huffingtonpost.com/entry/cambodias-angkor-vs-burma_us_5b9de447e4b03a1dcc8e3c09,Where else in the world will you feel like you're in Legends of the Hidden Temple?,2014-02-25
7470,TRAVEL,President Obama Visits Nancy's Restaurant While On Vacation In Martha's Vineyard (PHOTO),Lisa_Miller,https://www.huffingtonpost.com/entry/obama-vacation-nancys-restaurant_us_5b9d69e6e4b03a1dcc87ba9e,"We all have our favorite local haunts that we just have to visit when we're on vacation in a familiar, beloved place. For",2013-08-13
7471,WORLD NEWS,"North Korea Closing Off Diplomatic Solutions, Haley Says","Michelle Nichols, Reuters",https://www.huffingtonpost.com/entry/north-korea-closing-off-diplomatic-solutions-haley-says_us_595d424be4b02e9bdb09f22a,"Haley says the U.S. will use force ""if we must, but we prefer not to have to go in that direction.""",2017-07-05
7472,WORLD NEWS,"Venezuelan Government Suppresses Military Uprising, Ruling Official Claims",,https://www.huffingtonpost.com/entry/venezuela-military-uprising_us_59871c13e4b041356ec05b74,"Authorities say they have put down a rebellion near the city of Valencia, amid increasing instability in the country.",2017-08-06
7473,TRAVEL,Surf's up for Shoppers in Florida (PHOTOS),"Visit Florida, Contributor
Contributor",https://www.huffingtonpost.com/entry/surfs-up-for-shoppers-in_us_5b9d55b6e4b03a1dcc86c6e4,Fort Myers Ron Jon Surf Shop 10045 Gulf Center Drive 239-482-8888 Sarasota The Compound 4063 Clark Road 941-923-0430 South,2013-07-10
7474,TRAVEL,Secrets to Saving Time and Money at Amusement Parks,"Conde Nast Traveler, Contributor
Conde Nast Traveler",https://www.huffingtonpost.com/entry/secrets-to-saving-time-an_us_5b9d7d61e4b03a1dcc88a3ff,Amusement parks are the stuff that kids' dreams are made of. And guess what? It doesn't have to be a nightmare for parents either.,2013-09-04
7475,TRAVEL,My First Visit To Hamburg,"Rick Steves, Contributor
Contributor",https://www.huffingtonpost.com/entry/my-first-time-in-hamburg_us_5b9c0eb4e4b03a1dcc7c0ce2,"the red light district feels barricaded within one small block, defined by the metal modesty walls erected during Hitler's rule.",2012-07-30
7476,WORLD NEWS,The Rest Of The World Showed Up To March For Our Lives,Carla Herreria,https://www.huffingtonpost.com/entry/world-protests-march-for-our-lives_us_5ab717f2e4b008c9e5f7eeca,"Protesters across the globe want U.S. lawmakers to know they're watching, too.",2018-03-25
7477,TRAVEL,"From Alligators to Ghost Stories, Here Are 4 Ways to Do Charleston","Fathom, Contributor
Get inspired. Plan your trip. Pack your bags.",https://www.huffingtonpost.com/entry/from-alligators-to-ghost_us_5b9df96ee4b03a1dcc8fc1b9,"The beach bum, the adventurer, and every traveler in between will feel at home in Charleston.",2014-04-09
7478,TRAVEL,Rome Journal: Why Travel Anywhere?,"Francis Levy, ContributorWriter",https://www.huffingtonpost.com/entry/rome-journal-1-why-travel-anywhere_b_6406620.html,,2015-01-03
7479,TRAVEL,5 Ways to Keep Your Passport Safe,"Adam Levin, Contributor
Author of Swiped. Former Director New Jersey Division of Consu...",https://www.huffingtonpost.com/entry/5-ways-to-keep-your-passp_us_5b9deb82e4b03a1dcc8ec27d,"As highlighted by the recent news that two stolen passports were used by passengers aboard the missing Malaysia Airlines flight, your passport might well have as much, if not more, value to criminals here and abroad precisely because they are so difficult to obtain and increasingly hard to counterfeit.",2014-03-11
7480,TRAVEL,Silversea Cruise Crash: Cruise Ship Reportedly Collides With Container Ship,,https://www.huffingtonpost.com/entry/silversea-cruise-crash-cruise-ship-collides-with-container-ship_us_5b9b76a2e4b03a1dcc77caa9,"Photo: rainy city/Flickr Watch the interview above. Calls and emails to Silversea have yet to be returned. ""Silver Shadow",2012-03-19
7481,TRAVEL,8 Cheap Hotels In Paris With Great Locations (PHOTOS),"EuroCheapo, Contributor
European budget travel guides",https://www.huffingtonpost.com/entry/8-cheap-hotels-in-paris-with-good-location_us_5b9bdaf0e4b03a1dcc7ac2ba,Budget travelers heading to Paris this summer don't need to sacrifice location when searching for an affordable bed for the night.,2012-06-17
7482,TRAVEL,Heartfelt Thanks From the Marriott Family,"Bill Marriott, Contributor
Executive Chairman of the Board, Marriott International",https://www.huffingtonpost.com/entry/heartfelt-thanks-from-the_us_5b9d5920e4b03a1dcc86f0a7,Thank you for lightening our burden with your caring and concern.  It has meant a great deal to both me and Donna.,2013-07-16
7483,TRAVEL,Exploring the Luckie-Marietta District -- Downtown Atlanta's New Hot Spot,"Daniel J. Jones, Contributor
Former hotel manager turned travel blogger; Struggling golfer",https://www.huffingtonpost.com/entry/exploring-the-ever-changi_us_5b9d62cce4b03a1dcc875eb6,"The transformation of Atlanta into a world-class city began decades ago, even before the arrival of the Olympic Games. The development of Buckhead spread south to Midtown, before eventually turning to the West End and East Atlanta. At last, it seems to be Downtown's turn.",2013-08-02
7484,TRAVEL,Scams To Watch Out For As A Solo Traveler,"Danielle Nelson, ContributorWorld traveler, adventurer, runner, and blogger. Aiming to ins...",https://www.huffingtonpost.com/entry/scams-to-watch-out-for-as-a-solo-traveler_us_58096a17e4b0f8715789f855,"To me, traveling to foreign countries is the one of the greatest things on the planet. Right up there with baby giggles and",2016-11-06
7485,WORLD NEWS,Germany's Political Center Collapses: Who Now Will Lead The Free World?,"Doug Bandow, ContributorContributing writer, policy analyst, one who tilts at windmills",https://www.huffingtonpost.com/entry/germanys-political-center-collapses-who-now-will_us_59d4f2ace4b08c2a000ddd61,"With the election of President Donald Trump, some political observers anointed German Chancellor Angela Merkel as leader",2017-10-04
7486,TRAVEL,10 Simple Ways To Save Money In Paris,"EuroCheapo, Contributor
European budget travel guides",https://www.huffingtonpost.com/entry/10-simple-ways-to-save-mo_us_5b9b722ee4b03a1dcc7799bb,"Although Paris is the world's most visited city and its very name is synonymous with luxury, it's not necessarily expensive to visit.",2012-03-15
7487,TRAVEL,6 Tips for Booking Holiday Travel,"Peter Greenberg, Contributor
CBS News Travel Editor",https://www.huffingtonpost.com/entry/holiday-travel-tips_us_5b9d9ed1e4b03a1dcc8a5819,"The holidays are just around the corner, which means the window for finding affordable Thanksgiving and Christmas airfare is rapidly shrinking. The good news is there are still some tricks to saving money and your sanity, on your holiday travel.",2013-10-30
7488,TRAVEL,A Look Back At All The Vertigo-Inducing Spots We Saw This Year,,https://www.huffingtonpost.com/entry/vertigo-inducing-spots_us_5b9dbaece4b03a1dcc8c21bf,"Aurland Lookout, Norway The Aurland Lookout dangles you over water and trees and offers sweeping mountaintop views. Trolltunga",2013-12-24
7489,TRAVEL,Answering The Call Of Alaska (PHOTOS),"Anne Z. Cooke, Contributor
Travel & Feature Journalist",https://www.huffingtonpost.com/entry/ice-time-in-alaska_us_5b9b7d0de4b03a1dcc780405,"A former mining outpost, Coldfoot earned its name when the last few residents upped and left after two savagely cold winters.",2012-03-28
7490,TRAVEL,A Trendy St. Petersburg Park -- Courtesy of a Shadowy Benefactor,"Rick Steves, Contributor
Contributor",https://www.huffingtonpost.com/entry/a-trendy-st-petersburg-pa_us_5b9d8acfe4b03a1dcc894f61,"Back in the 1990s when the Soviet Union collapsed, the ownership of Russia passed from the state to the people through a",2013-09-24
7491,TRAVEL,Avoid These Epically 'Right' Places During The 'Wrong' Seasons,Suzy Strutner,https://www.huffingtonpost.com/entry/wrong-season-for-travel_us_5b9df515e4b03a1dcc8f7ca8,"Paris. Paris is all about lush gardens (think Tuileries, Versailles and Luxembourg) and sophisticated people-watching (the",2014-04-04
7492,WORLD NEWS,Four American Tourists Attacked With Acid At Train Station In France,,https://www.huffingtonpost.com/entry/france-acid-attack-us-tourists_us_59be82dae4b02da0e142a4b1,"A woman was arrested following the attack, which is not believed to be terror-related.",2017-09-17
7493,WORLD NEWS,New Zealand Leader Is Considering An Offer To Bury Her Child's Placenta,Eoin Blackwell,https://www.huffingtonpost.com/entry/new-zealand-jacinda-ardern-placenta_us_5a78dd70e4b00f94fe9425ea,"""The fact that the suggestion was made and that there were elders alongside me who really acknowledged that ― it felt like a significant gesture.""",2018-02-06
7494,TRAVEL,"Hello, Iceland","Rick Steves, Contributor
Contributor",https://www.huffingtonpost.com/entry/hello-iceland_us_5b9d8bb1e4b03a1dcc895c8d,"Right off the plane, I took a taxi to the hotel and hopped on a whale-watching boat for a three-hour tour, a three-hour tour",2013-09-25
7495,TRAVEL,A Glamorous Stay In Monte Carlo,"Jill Fergus, Contributor
Contributor",https://www.huffingtonpost.com/entry/glaming-it-up-in-monaco_us_5b9c7e70e4b03a1dcc7f2dbe,I sat at a roulette table and made a few bets alongside a Saudi man betting astronomical sums and some attractive Brazilians.,2012-11-09
7496,TRAVEL,Kiss Summer Goodbye With These Fall-tastic Travel Ideas,"Tracy Christoph, Contributor
JetBlue Flight Attendant",https://www.huffingtonpost.com/entry/kiss-summer-goodbye-with_us_5b9c334ae4b03a1dcc7d0a2c,"Autumn is my favorite time for short weekend or day escapes. So many towns have seasonal celebrations from craft and farmer's markets to state fairs and sprawling corn mazes. These day- or weekend-long festivals are such a lovely way to take in the sights, sounds and tastes of fall.",2012-08-29
7497,WORLD NEWS,Stunning CCTV Footage Shows North Korean Defector Being Shot By Border Guards,Nick Visser,https://www.huffingtonpost.com/entry/north-korean-defector-shot-footage_us_5a14f493e4b025f8e9326a04,"“He is not going to die,"" one of the soldier's doctors in South Korea said Tuesday.",2017-11-22
7498,TRAVEL,Your Weekly Travel Zen: City Parks,,https://www.huffingtonpost.com/entry/city-park-photos-travel_us_5b9d9f61e4b03a1dcc8a5e45,City parks are an oasis of individual tranquility in the midst of a hurried city bustle. Hyde Park feels of the care that,2013-10-27
7499,WORLD NEWS,EU Leaders Find Theresa May’s Initial Brexit Proposals ‘Insufficient’,Jesselyn Cook,https://www.huffingtonpost.com/entry/theresa-mays-initial-brexit-proposals-insufficient-eu-leaders_us_594d3239e4b02734df29fee6,Britain's negotiations with the European Union are off to a rocky start.,2017-06-23
7500,TRAVEL,"One Tiny Island, a World Record Human Pyramid","Chandra Hoffman , Contributor
author, mother,",https://www.huffingtonpost.com/entry/one-tiny-island-a-world-r_us_5b9d4d89e4b03a1dcc867172,The Human Pyramid Challenge with Underwater Vision was a popular sign-up when the festival opened Saturday; more than 200 Dive Week passport holders jockeyed for coveted spots.,2013-07-02
7501,TRAVEL,Paramount Pictures Park In England Could Rival Disneyland Paris,,https://www.huffingtonpost.com/entry/paramount-pictures-plans-uk-park-to-rival-disneyland_us_5b9c629ae4b03a1dcc7e43d5,"The project will feature Europe’s largest indoor water park, plus theaters, live music venues, attractions, cinemas, restaurants",2012-10-09
7502,TRAVEL,5 Perfect Winter Honeymoon Destinations,"Fodor's, Contributor
Fodors.com",https://www.huffingtonpost.com/entry/5-perfect-winter-honeymoo_us_5b9dc3e3e4b03a1dcc8c9f33,"Your honeymoon is sure to be one of the most memorable vacations of your life, but after orchestrating an entire wedding, trying to choose the perfect honeymoon destination can seem daunting.",2014-01-15
7503,TRAVEL,5 Things to Do for Christmas With Kids at Disney World,"MiniTime, Contributorwww.minitime.com",https://www.huffingtonpost.com/entry/things-to-do-for-christma_b_6243118.html,"Believe it or not, the Walt Disney World Resort in Florida becomes even more magical during the holiday season.",2014-11-30
7504,TRAVEL,'The Deer Hunter' And 'Reckless': Hollywood Briefly Comes To The Factory Valleys (PHOTOS),"Randy Fox, Contributor
Writer and photographer",https://www.huffingtonpost.com/entry/hollywood-comes-to-the-factory-valleys_us_5b9b6310e4b03a1dcc772182,"Today, Hollywood is alive again in the cities and valleys of Western PA and its surrounding areas.",2012-03-05
7505,TRAVEL,Geneva's Top Hotels (PHOTOS),"Oyster.com, Contributor
The Hotel Tell-All",https://www.huffingtonpost.com/entry/geneva-hotels_us_5b9c4f87e4b03a1dcc7db709,"Many travelers overlook elegant Geneva when planning a trip to Europe, but the city is well worth a visit.",2012-09-21
7506,TRAVEL,The Countries With The Most Airports (PHOTOS),,https://www.huffingtonpost.com/entry/the-countries-with-the-most-airports_us_5b9c4e9ae4b03a1dcc7db09a,"Generally speaking, most of us are only familiar with a couple of airports in any given country -- chiefly those in capital",2012-09-22
7507,WORLD NEWS,"Knife Attacker Injures 8 In Munich, Police Detain Suspect",,https://www.huffingtonpost.com/entry/munich-knife-attack-germany_us_59eb171be4b00f08619f161a,"Authorities said they had ""no indication of a terrorist, political, or religious motive.""",2017-10-21
7508,TRAVEL,"TSA Workers Fired, Suspended For Violating Screening Protocol",,https://www.huffingtonpost.com/entry/tsa-workers-fired-suspended-for-violating-screening-protocol_us_5b9bcdf2e4b03a1dcc7a66d7,"The incidents happened over two months in 2011 at Southwest Florida International Airport in Fort Myers, Florida. According",2012-06-04
7509,TRAVEL,You Can Order Room Service With Emojis. Peak Laziness Is Upon Us.,Samantha Guff,https://www.huffingtonpost.com/entry/emoji-room-service-aloft-hotels_us_5627ab4fe4b0bce3470336cd,👏🏨 💥,2015-10-22
7510,TRAVEL,Open Our Parks,"Cody Gossett, Contributor
AOL Ad Sales Director Turned World Traveler",https://www.huffingtonpost.com/entry/open-our-parks_us_5b9d9162e4b03a1dcc8996e4,"This isn't a political opinion. This is a plea. Open our parks. We've been traveling across the U.S. visiting National Parks, State Parks, National Monuments. We're disappointed by the closures, but it isn't us that I'm most concerned about.",2013-10-03
7511,TRAVEL,Cuddling a Koala in Australia,"Andrea Poe, Contributor
Andrea Poe is a journalist who covers travel and lifestyle iss...",https://www.huffingtonpost.com/entry/cuddling-a-koala-in-austr_us_5b9d462be4b03a1dcc862ea7,"Holding a koala is unlike anything you might expect.  First, it's the baby-sized bottom cupped in your hands.  Next it's the sharp hooked nails that sink into your flesh. And finally, as the koala calms, a tight, warm marsupial hug.",2013-06-21
7512,WORLD NEWS,Venezuela Strike Turns Deadly Ahead Of Controversial Constitutional Assembly Vote,Jesselyn Cook,https://www.huffingtonpost.com/entry/venezuela-strike-constituent-assembly_us_597774abe4b0a8a40e82d71f,"President Nicolás Maduro called the election as a means to rewrite Venezuela's constitution, triggering violent backlash.",2017-07-27
7513,TRAVEL,How To Navigate Rome When Traveling With Your Kids,"Laura Taccani, La Dolce Vita",https://www.huffingtonpost.com/entry/how-to-navigate-rome-when-traveling-with-your-kids_us_57473766e4b055bb11718793,Not just the Colosseum. And not just the Forum or the Spanish Steps. Visiting Rome with children in tow doesn’t have to be,2016-05-27
7514,TRAVEL,A Guide For First-Time Solo Travelers,"Katherine Davis, ContributorTeacher, musician, writer, traveller, animal lover, living in ...",https://www.huffingtonpost.com/entry/a-guide-for-first-time-solo-travel_us_58e55c73e4b02c1f723459c6,Don’t wait on anyone else ― just book the trip.,2017-04-19
7515,TRAVEL,Oman: Middle East With a Twist,"Kalpana Sunder, Contributor
Travel and lifetstyle writer",https://www.huffingtonpost.com/entry/oman-middle-east-with-a-t_us_5b9d60aee4b03a1dcc873ab3,Oman straddles effortlessly between the modern and the ancient. I love the way that the developers have embraced Arabic sensibilities in building a modern nation: super fast highways co-exist with the intricately worked wooden doors.,2013-07-31
7516,TRAVEL,Why European Airlines Will Pay Passengers For Late Flights,"Kate Hanni, Contributor
Airline passenger rights advocate.",https://www.huffingtonpost.com/entry/eu-airlines-must-pay-pass_us_5b9c7627e4b03a1dcc7ee52e,Passengers are often placated with vouchers for a free meal or a refreshment when they are legally entitled to more significant reimbursement.,2012-10-31
7517,TRAVEL,Disney Time-Lapse Captures A Year At Disneyland (VIDEO),,https://www.huffingtonpost.com/entry/disney-time-lapse-captures-a-year-at-disneyland_us_5b9bcd27e4b03a1dcc7a5f3c,"Even if Disneyland isn't on the agenda this summer, it's still possible to fit it all in in time-lapse. And there aren't",2012-06-04
7518,TRAVEL,Kennebunkport Festival Highlights Coastal Maine at Its Best,"Curtis M. Wong, Contributor
Senior Culture Reporter, HuffPost",https://www.huffingtonpost.com/entry/kennebunkport-festival-maine_us_5b9d54c6e4b03a1dcc86b9cb,"Kennebunkport, Maine belongs to an elite circle of New England havens that require no introduction among seasoned travelers. Still, there's one week when the seaside hamlet's treasures get a chance to shine even brighter than normal.",2013-07-08
7519,TRAVEL,"Anticipation and Enjoyment: Dining in Café Pushkin, Moscow","Sarah Dajani, Contributor
Writer and photographer, devourblog.com",https://www.huffingtonpost.com/entry/anticipation-and-enjoyment_us_5b9dbe54e4b03a1dcc8c54c9,"Café Pushkin, in fact, was not created by a Russian chef, has no roots in czarist Russia, and was never frequented by the poet who shares its namesake [Pushkin]. Instead, it was born from a song.",2014-01-02
7520,WORLD NEWS,Turkish War Planes Strike Northern Syria As Assad Continues Bombing South,"Ellen Francis, Reuters",https://www.huffingtonpost.com/entry/syria-ghouta-afrin-attacks-thousands-flee_us_5aad4afee4b0c33361b0dd08,Two different offensives in recent days have prompted an exodus of thousands of civilians.,2018-03-17
7521,WORLD NEWS,"Hold the Fire and Fury, There Are No Realistic Military Solutions To North Korea","Geoff Wilson, ContributorPolicy Associate, Ploughshares Fund",https://www.huffingtonpost.com/entry/hold-the-fire-and-fury-there-are-no-realistic-military_us_598b2bc4e4b08a4c247f2736,Yesterday The Washington Post reported that U.S. intelligence experts now believe that North Korea possesses a miniaturized,2017-08-09
7522,TRAVEL,Athens in August: Truly Heavenly!,"Justine Frangouli-Argyris, Contributor
Journalist and writer",https://www.huffingtonpost.com/entry/athens-in-august_us_5b9d6fcbe4b03a1dcc87fd9a,"With the heavenly winds or ""meltemia"" of the Aegean Sea and Saronic Gulf providing cool evenings, Athens is transformed into a magical paradise, enabling one to gaze at the illuminated Acropolis and take in all its architectural perfection as it stands guard over its admirers.",2013-08-15
7523,TRAVEL,The Best Beaches In Australia,,https://www.huffingtonpost.comhttp://www.lonelyplanet.com/australia/travel-tips-and-articles/77577?affil=huffpostmod,"With more than 10,000 beaches around its shores, Australia leads the way when it comes to incredible sand and surf. Some",2012-11-29
7524,TRAVEL,Hotels For The Tech Geek (PHOTOS),"Tablet, Contributor
Contributor",https://www.huffingtonpost.com/entry/hotels-for-the-tech-geek_us_5b9c9e40e4b03a1dcc805649,"The arms race to wire hotel rooms with the latest, highest-tech toys means there's no shortage of options for the gadget geek, the telecommuter or even the gamer. But the best hotels go further than simply plugging in the newest electronics.",2012-12-18
7525,WORLD NEWS,U.S. Warship Sails Near Disputed Island In South China Sea,,https://www.huffingtonpost.com/entry/us-warship-south-china-sea_us_59591e7ce4b0da2c73242a6e,The operation was meant to challenge three countries' competing claims over the island.,2017-07-02
7526,TRAVEL,Your Most Complicated Traveling Relationship,"Daniel Kronovet, Contributor
American-Israeli traveling through the Middle East and Asia",https://www.huffingtonpost.com/entry/photography-tips-for-travel_us_5b9cf743e4b03a1dcc835737,"I realized also that I wasn't alone in my co-dependency. Everywhere I went, I saw travelers with massive cameras dangling around their necks, snapping photo after photo after photo, seemingly disengaged from the very experiences they were obsessed with remembering.",2013-04-03
7527,WORLD NEWS,Tour Operators Brace As Trump U.S.-Cuba Travel Regulations Loom,"Marc Frank and Sophia Kunthara, Reuters",https://www.huffingtonpost.com/entry/tour-operators-brace-as-trump-us-cuba-travel-regulations-loom_us_5974d280e4b09e5f6ccff465,Tour companies says they've been flooded with calls from clients who are worried about their travel plans.,2017-07-23
7528,TRAVEL,"15 Coolest Things To Do In Edmonton, Canada (VIDEO)","Karen Schaler, Contributor
Emmy award-winning screenwriter, producer, author and creator ...",https://www.huffingtonpost.com/entry/15-coolest-things-to-do-edmonton_us_5b9c37d2e4b03a1dcc7d2c50,"What I love about visiting Edmonton, the capital of Alberta, is all the different things you can do year-round that are not only unique but affordable!",2012-09-08
7529,TRAVEL,Hiroshima Visit Brings Feelings of Guilt to American Born in Japan,"James M. Clash, ContributorAdventurer",https://www.huffingtonpost.com/entry/hiroshima-visit-brings-fe_b_5419463.html,"I felt slightly nauseated and, being the only American there, tremendously self-conscious. But the Japanese smiled, were incredibly polite as is their nature. I could detect no outward hostility. I smiled back, sheepishly, but I sure felt guilty inside.",2014-06-03
7530,WORLD NEWS,"New Zealand Does A Nationwide Secret Santa, And It's Very Cute",Josh Butler,https://www.huffingtonpost.com/entry/new-zealand-secret-santa-twitter_us_5a39c9b7e4b06d1621b05301,Even the prime minister got in on it this year.,2017-12-20
7531,WORLD NEWS,North Korea Says New U.N. Sanctions An Act Of War,"Ben Blanchard and Hyonhee Shin, Reuters",https://www.huffingtonpost.com/entry/north-korea-says-new-un-sanctions-an-act-of-war_us_5a3fc591e4b06d1621b4f92e,The U.N. Security Council unanimously imposed new sanctions on North Korea on Friday for its recent intercontinental ballistic missile test.,2017-12-24
7532,TRAVEL,"Healthy and Vegan Eats in Danville, CA","Carolyn Scott-Hamilton, Contributor
The Healthy Voyager",https://www.huffingtonpost.com/entry/healthy-and-vegan-eats-in_us_5b9c3aafe4b03a1dcc7d41f2,"Danville is a perfect place to slip away from the city for a meal and even take in some fun shopping, parks and museums.",2012-09-07
7533,TRAVEL,Walt Disney World's New Fantasyland Dragon (VIDEO),"Lee Allport, Contributor
Lee Allport Editor of My Sentiment ExactLee.com",https://www.huffingtonpost.com/entry/walt-disney-worlds-new-fantasyland_us_5b9c9902e4b03a1dcc802c22,"There are honestly no questions that have come before this day and no questions that will come after as important as the one created at the opening of the New Fantasyland at Walt Disney World in Central Florida. That question is, ""Did you see the dragon?""",2012-12-10
7534,TRAVEL,Where the Locals Hang Out in Berlin,"Spotted by Locals, Contributor
Spotted by Locals",https://www.huffingtonpost.com/entry/berlin-local-hang-outs_us_5b9c90a5e4b03a1dcc7fd9f7,"Berlin is popular amongst travelers, and that's for a good reason. Are you in the market for unique spots, ones that locals highly recommend, spots that you might not find in a paper travel guide?",2012-12-18
7535,TRAVEL,'The Bachelorette': Travel Like Emily Maynard With Deal To Curacao,,https://www.huffingtonpost.com/entry/bachelorette-emily-maynard-curacao_us_5b9c04d4e4b03a1dcc7bcd33,"The five-night package, of course, offers welcome roses, as well as a host of other extras like meals and activities. Rates",2012-07-23
7536,WORLD NEWS,North Korea Releases 3 American Political Prisoners In Advance Of Historic Summit,Willa Frej,https://www.huffingtonpost.com/entry/north-korea-releases-prisoners_us_5aeafc7fe4b00f70f0efdce9,Secretary of State Mike Pompeo departed North Korea with the three Americans.,2018-05-09
7537,TRAVEL,"Forget White Sand Beaches, These Shores Are Pink, Black, Even Green.","Conde Nast Traveler, Contributor
Conde Nast Traveler",https://www.huffingtonpost.com/entry/forget-white-sand-beaches_us_5b9d352de4b03a1dcc858a5f,"-- By Laura Ratliff, Condé Nast Traveler Sure, white sand and crystalline waters are great, but beaches can come in all shades",2013-05-30
7538,TRAVEL,"San Francisco: Dining, Daytrippin' and Jazz","Dwight Brown, ContributorFilm critic and travel writer",https://www.huffingtonpost.com/entry/san-francisco-dining-dayt_b_10592678.html,,2016-06-26
