headline,authors,link,short_description,date,c_id
5 lighthouses worth a climb this summer,"minitime, contributor
minitime is the first family travel site with personalized rec...",https://www.huffingtonpost.com/entry/5-lighthouses-worth-a-cli_us_5b9d07a8e4b03a1dcc83dfde,"5 lighthouses worth a climb this summerthere's no more thrilling way to discover lighthouses than to climb their towers, step-by-step, on the same staircases used by lighthouse keepers and their families a hundred years ago.",2013-04-12,1
north korea's latest nuclear test may have been twice as powerful as previously reported,jesselyn cook,https://www.huffingtonpost.com/entry/north-korea-nuclear-test-powerful_us_59b94626e4b02da0e13e4a57,north korea's latest nuclear test may have been twice as powerful as previously reportedanalysts believe it was 17 times as strong as the bomb that fell on hiroshima.,2017-09-13,0
china is building massive panda-shaped solar fields,rebecca shapiro,https://www.huffingtonpost.com/entry/china-panda-solar-field_us_595f41f4e4b02e9bdb0bb156,china is building massive panda-shaped solar fieldsit's a pretty adorable project.,2017-07-07,0
let loose the sled dogs of war in the depths of greenland's winter: going barmy instead of balmy on the looney front (part 5),"mike arkus, contributorjournalist",https://www.huffingtonpost.com/entry/let-loose-the-sled-dogs-o_b_6850496.html,"let loose the sled dogs of war in the depths of greenland's winter: going barmy instead of balmy on the looney front (part 5)you don't try and pet the greenland sled dog with a cheery mickey mouse-like ""come here pluto,"" a pat on the head and a treat in your hand, because the treat will be your hand.",2015-04-12,1
english countryside rentals welcome downton abbey fans (photos),"flipkey, contributor
vacation rental marketplace",https://www.huffingtonpost.com/entry/downton-abbey-english-vacation_us_5b9cb13de4b03a1dcc80f16c,"english countryside rentals welcome downton abbey fans (photos)each of these homes will have you channeling the characters of the show, feeling the urge to pour yourself a warm cup of tea and fasten on your bonnet as you dive into the new season of america's favorite english drama.",2013-01-09,1
the black friday and cyber monday travel deals to book asap,jamie feldman,https://www.huffingtonpost.com/entry/black-friday-travel-deals_us_564a073be4b08cda3489b4d1,the black friday and cyber monday travel deals to book asapget ready for some major flash sales.,2015-11-17,1
how to board a plane,"renee fisher, contributor
i'm an author, blogger, and speaker.",https://www.huffingtonpost.com/entry/how-to-board-a-plane_us_5b9daaa0e4b03a1dcc8b15bc,"how to board a planeit's a daunting process, helped little by flight attendants requesting that everyone sit down so zone 4s can find their seats. they are ignored. usually the plane is in mid-flight, while some zone 4s are still trying to find 28f, 23c, and 25a.",2013-11-18,1
jeffrey milstein's 'flying' series uncovers the beauty in airports (photos),ryan grenoble,https://www.huffingtonpost.com/entry/jeffrey-milstein-flying-airport-photos_us_5b9d29abe4b03a1dcc850b8b,"jeffrey milstein's 'flying' series uncovers the beauty in airports (photos)say what you will about airports, but unless you appreciate bose kiosks and shoe shine stands on a deeper level than the",2013-05-15,1
another reason not to get behind the wheel after a nip,"saul segan, contributor
crim trial atty-broadcast legal analyst, motivatonal speaker, ...",https://www.huffingtonpost.com/entry/another-reason-not-to-get_us_5b9d2d58e4b03a1dcc853888,"another reason not to get behind the wheel after a nipif the officer asks any questions, you can respectfully decline to answer. answers to simple questions can get you in a heap of trouble.",2013-05-22,1
airline passengers! is there a right to recline?,"roz warren, contributorauthor of our bodies, our shelves: library humor",https://www.huffingtonpost.com/entry/airline-passengers-is-the_b_5818824.html,airline passengers! is there a right to recline?being a grown-up -- rather than a toddler --  means recognizing that world doesn't revolve around you. all your needs won't always be met. the needs of others matter too. and if your needs are in conflict? you communicate.,2014-09-14,1
the âtale of two kensingtons': london's borough of extreme rich and poor,"huffpost uk, kathryn snowdon, lucy sherriff, george bowden and nitya rajan",https://www.huffingtonpost.com/entry/london-apartment-fire-rich-poor_us_5942e769e4b06bb7d271dabb,"the âtale of two kensingtons': london's borough of extreme rich and poor""they are living in a different world to us."" a dispatch from huffpost uk.",2017-06-15,0
get ready for spring with the most stunning flower markets around the world,tiara chiaramonte,https://www.huffingtonpost.com/entry/stunning-flower-markets-around-the-world_us_5b9dde1ae4b03a1dcc8df1e7,"get ready for spring with the most stunning flower markets around the worldnew york calcutta, india brussels los angeles amsterdam bangkok holland has the world's largest flower market, but many other",2014-02-18,1
"singapore, i love you. here's why.","george hobica, contributor
syndicated travel writer and founder, airfarewatchdog.com",https://www.huffingtonpost.com/entry/singapore-i-love-you-here_us_5b9b5437e4b03a1dcc76ac82,"singapore, i love you. here's why.while the world was making fun, singapore became an amalgam of an asian las vegas with a bit of manhattan, sydney and los angeles thrown in. watch out macau, hong kong and dubai.",2012-02-15,1
5 national convention host cities worth visiting (photos),"shermans travel, contributor
hand-picked deals. expert advice.",https://www.huffingtonpost.com/entry/5-national-convention-host-cities_us_5b9c38e4e4b03a1dcc7d36be,"5 national convention host cities worth visiting (photos)no matter how you vote or who you support, there's something for you to enjoy in these past convention host cities.",2012-09-05,1
the 5 best (and most affordable) places to travel in april,"purewow, editorial partner",https://www.huffingtonpost.com/entry/the-5-best-and-most-affordable-places-to-travel-in_us_5ac51346e4b0042efc0464db,"the 5 best (and most affordable) places to travel in aprilif youâre smart about where you place that pin on the map, you can even trade some rainy days for sunshine.",2018-04-06,1
maine's most memorable tourist trap? (poll),"christopher elliott, contributor
author, how to be the world's smartest traveler (and save time...",https://www.huffingtonpost.com/entry/monhegan-island-tourist-trap_us_5b9be7cbe4b03a1dcc7b0775,"maine's most memorable tourist trap? (poll)monhegan island, maine, is almost too pretty for words. that's probably how the problem started: everyone wanted to go there.",2012-06-25,1
a hungry walk up the amazon (photos),"ed stafford, contributor
explorer",https://www.huffingtonpost.com/entry/a-hungry-walk-up-the-amaz_us_5b9c593ae4b03a1dcc7df2cb,"a hungry walk up the amazon (photos)i had begun to see animals in the forest as the locals did. rather than watching exotic beasts that needed to be preserved, i saw food.",2012-09-27,1
mexican mayor weds crocodile to bring good luck to village,david moye,https://www.huffingtonpost.com/entry/crocodile-wedding-mexico_us_595d03a6e4b02734df3541e3,mexican mayor weds crocodile to bring good luck to villagethe ceremony symbolizes a long-ago union between two indigenous groups.,2017-07-05,0
"hidden, unspoiled beaches in south florida (photos)","visit florida, contributor
contributor",https://www.huffingtonpost.com/entry/south-florida-beaches_us_5b9c749be4b03a1dcc7ecec0,"hidden, unspoiled beaches in south florida (photos)the hobe sound beach extends north more than two miles to where the equally pristine st. lucie preserve beach begins.",2012-10-28,1
you'll never know you're in the middle of a city at these quiet urban hotels,katelyn mullen,https://www.huffingtonpost.com/entry/quiet-urban-hotels_us_5b9dbb49e4b03a1dcc8c25c7,you'll never know you're in the middle of a city at these quiet urban hotels'tis the season for travel and chaos. we've finally found ourselves right in the middle of the busiest travel weeks of the,2013-12-30,1
ancient azerbaijan dolls itself up for the eurovision song contest (photos),"thomas breathnach, contributor
freelance writer",https://www.huffingtonpost.com/entry/baku-azerbaijan-eurovision_us_5b9bbfade4b03a1dcc7a075a,ancient azerbaijan dolls itself up for the eurovision song contest (photos)i discovered a sun-kissed city of ancient ruins and innovative architecture consumed by anticipation for the olympics of musical kitsch.,2012-05-23,1
"international travel: trieste, italy â multicultural dining and a grand sea-front hotel","edward schneider, contributortravel, cooking and food writer",https://www.huffingtonpost.com/entry/international-travel-trieste-italy-multicultural_us_58e0e4a9e4b03c2b30f6a75c,"international travel: trieste, italy â multicultural dining and a grand sea-front hotelthe borders and rulers of italy have always been fluid, at least until the twentieth century, and there are parts of the",2017-04-03,1
black travel dollars matter,"fabiola fleuranvil, contributorfabiola fleuranvil is ceo of marketing agency, blueprint creat...",https://www.huffingtonpost.com/entry/black-travel-dollars-matter_us_59243d84e4b07617ae4cbf8e,black travel dollars matterthe travel industry spends very little marketing to the black community.,2017-05-23,1
"segovia, spain: everything you need to know","vitamin daily, contributor
contributor",https://www.huffingtonpost.com/entry/segovia-spain-travel-tips_us_5b9c924de4b03a1dcc7fe964,"segovia, spain: everything you need to knowthe alcã¡zar de segovia is one of the most recognizable and beautiful castles in spain. walt disney thought so too -- the alcã¡zar served as a key inspiration for the iconic cinderella castle.",2012-12-13,1
deadly morocco: time wounds all heels,"richard bangs, contributor
author, producer, travel & technology pioneer, co-founder moun...",https://www.huffingtonpost.com/entry/deadly-morocco-time-wound_us_5b9d9460e4b03a1dcc89c3e6,"deadly morocco: time wounds all heelsmy son walker wants to join me on an adventure in morocco. i propose a rash undertaking, a trek to the riff mountains, the mediterranean coastal range where the grass is greener, so they say... not many tourists yet venture here.",2013-10-08,1
merkel condemns 'repulsive' far-right violence in charlottesville,nick robins-early,https://www.huffingtonpost.com/entry/merkel-charlottesville-far-right-germany_us_5991be19e4b09071f69b5867,merkel condemns 'repulsive' far-right violence in charlottesvilleshe pledges to stand with anyone who peacefully opposes hateful ideology.,2017-08-14,0
freed taliban prisoner thought trump presidency couldn't be real,doha madani,https://www.huffingtonpost.com/entry/prisoner-taliban-trump-joke_us_59e51f88e4b0a2324d1d0501,"freed taliban prisoner thought trump presidency couldn't be real""it didnât enter my mind that he was being serious,"" joshua boyle recalled of the moment a captor told him the news.",2017-10-16,0
transition in the middle east: transition to what?,"james m. dorsey, contributors. rajaratnam school of international studies, senior fellow",https://www.huffingtonpost.com/entry/transition-in-the-middle-east-transition-to-what_us_5a125a8de4b023121e0e9465,"transition in the middle east: transition to what?transition is the name of the game in the middle east and north africa. the question is, transition to what? dominating the",2017-11-20,0
the most popular hotel amenities revealed in new survey,lisa_miller,https://www.huffingtonpost.com/entry/most-popular-hotel-amenities_us_5b9df8d2e4b03a1dcc8fb9ba,"the most popular hotel amenities revealed in new surveyhotels these days are amping up their amenities to attract travelers... you can hang in an uber-chic lobby, dine in a cave",2014-04-10,1
11 funky thanksgiving events that totally beat grandmother's house,suzy strutner,https://www.huffingtonpost.com/entry/thanksgiving-events_us_5b9daae4e4b03a1dcc8b1bfd,"11 funky thanksgiving events that totally beat grandmother's houseeat like a pilgrim at thanksgiving point faaar from new england, at an educational center between provo and salt lake city",2013-11-20,1
lisbon's santo antonio festival marks the eruption of summer,"olivia katrandjian, contributor
journalist and travel writer",https://www.huffingtonpost.com/entry/lisbons-santo-antonio-festival_us_5b9be981e4b03a1dcc7b15ce,"lisbon's santo antonio festival marks the eruption of summerthe first of several saints days celebrated in portugal, it marks the beginning of the city's many summer festivals.",2012-07-17,1
south korea says trump will seek seoul's approval before any action on north korea,"christine kim and cynthia kim, reuters",https://www.huffingtonpost.com/entry/south-korea-says-trump-will-seek-seouls-approval-before-any-action-on-north-korea_us_5995129ae4b0acc593e51747,south korea says trump will seek seoul's approval before any action on north koreasouth korean president moon jae-in urged north korea not to make further provocations.,2017-08-17,0
the 10 steepest streets in america,carla herreria,https://www.huffingtonpost.com/entry/steepest-streets-america_us_5b9de739e4b03a1dcc8e6c55,the 10 steepest streets in americawhile it's hard to believe that the ten steepest roads in america can only be found in three states (seven in california,2014-03-01,1
"pay dirt or fool's gold? panning in fairbanks: to denali and fairbanks on the looney front, part 4","mike arkus, contributorjournalist",https://www.huffingtonpost.com/entry/pay-dirt-or-fools-gold-pa_b_7796476.html,"pay dirt or fool's gold? panning in fairbanks: to denali and fairbanks on the looney front, part 4yes, we're panning for gold at gold dredge 8 just outside fairbanks, and yours truly -- of course -- is doing it all wrong. they keep on coming over to show me how to shake the pan once i've got water in it. it seems i'm using a self-pleasuring motion instead of a full-blooded hearty to-and-fro swing.",2015-08-16,1
how germany's far-right party managed to mainstream its radical views,nick robins-early,https://www.huffingtonpost.com/entry/germany-afd-far-right-election_us_59c1838de4b0186c2206953b,how germany's far-right party managed to mainstream its radical viewsalternative for germany could win dozens of seats in parliament this sunday.,2017-09-21,0
"after a disaster, this is what flight attendants want you to know","sara keagle, contributorflight attendant & founder of theflyingpinto.com",https://www.huffingtonpost.com/entry/flight-attendant-safety_b_6956680.html,"after a disaster, this is what flight attendants want you to knowflight attendants take on a crucial role after any airline incident, and in the wake of the latest germanwings tragedy, it is no different.",2015-03-27,1
tehran police say women will no longer be arrested for violating 'islamic' dress code,hayley miller,https://www.huffingtonpost.com/entry/tehran-women-dress-code_us_5a450ae9e4b0b0e5a7a50adb,"tehran police say women will no longer be arrested for violating 'islamic' dress codeâthey should understand that in this day and age, how women dress is none of their business,â an iranian activist said.",2017-12-28,0
3 herbs italian food lovers should have in their home,"silvia paoli, la dolce vita",https://www.huffingtonpost.com/entry/the-herbs-italian-food-lovers-should-have-in-their-home_us_5703db7de4b0daf53af0e5e0,"3 herbs italian food lovers should have in their homethere are many, they smell divine and they make traditional italian dishes almost intoxicating. how do italians use them",2016-04-05,1
"moving to cuenca, ecuador: what you're not being told!","ombretta di dio, contributor
journalist",https://www.huffingtonpost.com/entry/moving-to-cuenca-ecuador_us_5b9d45aee4b03a1dcc862a97,"moving to cuenca, ecuador: what you're not being told!in the past few years, more and more people seem to have gone crazy about ecuador and, particularly, about the charming and lively city of cuenca.",2013-06-21,1
this baby's been alive less than a week and already has more airline miles than you,jamie feldman,https://www.huffingtonpost.com/entry/baby-cebu-pacific-flight-one-million-miles_us_57b60062e4b03d51368700e1,"this baby's been alive less than a week and already has more airline miles than youthanks to the gift of 1 million free, non-expiring miles.",2016-08-18,1
10 volunteer vacations for generous adventurers (photos),"afar, contributor
experiential travel",https://www.huffingtonpost.com/entry/10-volunteer-vacations-fo_us_5b9b6a6ae4b03a1dcc775d56,"10 volunteer vacations for generous adventurers (photos)from helping rebuild earthquake-damaged communities to working on meerkat-conservation efforts, volunteer vacation opportunities abound.",2012-03-07,1
where did the real (smoking) europe go?,"patricia rust, contributor
long time huff post contributor for entertainment, travel, lif...",https://www.huffingtonpost.com/entry/where-did-europe-go_us_5b9c4ed8e4b03a1dcc7db254,"where did the real (smoking) europe go?country by country, western europe has gone green and tossed out the cigarettes from restaurants and bars. they have been replaced by fishbowl rooms in airports where the politically incorrect can be seen going puff, puff, puff on their outdated coffin nails now that europe is politically correct and so green that they make the united states look like agent orange.",2012-09-21,1
the impact of international volunteering on the retired population,"cross-cultural solutions, contributor
an international not-for-profit organization",https://www.huffingtonpost.com/entry/the-impact-of-internation_us_5b9b6e44e4b03a1dcc777d4e,"the impact of international volunteering on the retired populationall too often in our culture, seniors feel leftâ behind in the always technologically advancing society that is the u.s. today. yet, there is a world of cultures that consider seniors wise and valued because of their life experiences.",2012-03-10,1
exploring incredible istanbul,"jamal hammadi, contributorcelebrity hairstylist",https://www.huffingtonpost.com/entry/exploring-istanbul_b_5302330.html,"exploring incredible istanbulmy most recent exploits took me all the way to istanbul and it was quite the adventure. founded in 660 bc as byzantium, in 330 ad it became constantinople when it was overtaken by the roman emperor constantine.",2014-05-12,1
things i love about tanzania,"lisa xia, contributor
travel expert, csr & sustainability consultant",https://www.huffingtonpost.com/entry/tanzania_us_5b9d995ae4b03a1dcc8a0023,"things i love about tanzaniabetween affordable safaris to the legendary serengeti ($150/night!), to the turquoise beaches of the indian ocean, to remote villages scattered among lush foliage, to lazy nights of drinking conyagi in zanzibar... tanzania is something the heart remembers.",2013-10-19,1
uk vlogger teaches nazi salute to dog. judge fines him for committing a hate crime.,mary papenfuss,https://www.huffingtonpost.com/entry/vlogger-mark-meechan-fined-for-teaching-pug-nazi-salute_us_5adea4ece4b0df502a4ecbed,"uk vlogger teaches nazi salute to dog. judge fines him for committing a hate crime.the judge also ripped the video's ""menacing anti-semitic and racist"" messages.",2018-04-24,0
delta makes a twitter funny,lisa_miller,https://www.huffingtonpost.com/entry/delta-twitter-funny_us_5b9d6477e4b03a1dcc877216,"delta makes a twitter funnythis now deserves a listen, of course: who knew delta airlines had such a sense of humor? the airline sent out a giggle-inducing",2013-07-30,1
russia-backed rt launches french-language channel despite criticism,nina golgowski,https://www.huffingtonpost.com/entry/rt-launches-french-language-channel_us_5a381022e4b0fc99878dd4dc,"russia-backed rt launches french-language channel despite criticismthe state-funded network has been criticized as an organ of ""influence and propaganda"" by france's president.",2017-12-18,0
"indian rape conviction leads to massive clashes, dozens of deaths",willa frej,https://www.huffingtonpost.com/entry/india-rape-clashes-dozens-dead_us_59a05e03e4b0821444c2f26b,"indian rape conviction leads to massive clashes, dozens of deathscelebrated spiritual leader gurmeet ram rahim singh was said to have raped two women in 2002. his supporters maintain his innocence.",2017-08-25,0
water parks in montana: a huffington post travel guide,"seed, seed",https://www.huffingtonpost.com/entry/water-parks-in-montana_us_5b9b3f61e4b03a1dcc75eb01,water parks in montana: a huffington post travel guidenatural thrillsthe oldface water slide uses the land's natural hills to give you a thrilling ride. slide over the hills and,2012-01-30,1
reset u.s.-south korea alliance objectives to minimize north korean threat,"doug bandow, contributorcontributing writer, policy analyst, one who tilts at windmills",https://www.huffingtonpost.com/entry/reset-us-south-korea-alliance-objectives-to-minimize_us_5984b57ce4b0f2c7d93f5566,"reset u.s.-south korea alliance objectives to minimize north korean threatthe north korean crisis continues to grow, with no solution in sight. president donald trump may denounce his predecessorâs",2017-08-04,0
learn to scuba dive in bali (photos),"kevin richberg, contributor
travel writer, videographer, documentary filmmaker",https://www.huffingtonpost.com/entry/learn-to-scuba-dive-in-bali_us_5b9bc437e4b03a1dcc7a2d7b,"learn to scuba dive in bali (photos)in just three days or one long weekend you can get your padi certification card in open water diving usable anywhere in the world, and you'll be doing it in one of the easiest and most unique places for beginners in the world.",2012-05-30,1
"string of attacks in afghanistan leave dozens dead, including 11 children","james mackenzie and rupam jain, reuters",https://www.huffingtonpost.com/entry/kabul-explosions_us_5ae6b2b9e4b04aa23f245dc4,"string of attacks in afghanistan leave dozens dead, including 11 childreneight journalists lost their lives covering the blasts after a suicide bomber attacked them.",2018-04-30,0
"healthy and vegan eats in franklin, tennessee","carolyn scott-hamilton, contributor
the healthy voyager",https://www.huffingtonpost.com/entry/healthy-and-vegan-eats-in_us_5b9cdddce4b03a1dcc828f30,"healthy and vegan eats in franklin, tennesseehey, if you don't bump into a country superstar here in franklin, at least you'll keep busy stuffing your face!",2013-03-28,1
10 fabulously free things to do in d.c.!,"budget travel, contributor
your source for vacation inspiration, travel deals, and expert...",https://www.huffingtonpost.com/entry/10-fabulously-free-things_us_5b9dfa8fe4b03a1dcc8fcb41,"10 fabulously free things to do in d.c.!did you know that amid the trappings of office, pomp and ceremony, and glitz and glamor of washington, d.c., you'll find more high-quality freebies than anywhere else on earth?",2014-04-10,1
angela merkel's election victory belies germany's problem with gender inequality,willa frej,https://www.huffingtonpost.com/entry/germany-merkel-gender-inequality_us_59c10a65e4b087fdf507e4fb,angela merkel's election victory belies germany's problem with gender inequalityit's a reflection of long-standing traditions surrounding the role of women in society.,2017-09-25,0
egyptian copt attacks: why a âreligious revolutionâ in islam wonât stop violent radicalization,"the conversation global, contributorthe conversation is a collaboration between editors and academ...",https://www.huffingtonpost.com/entry/could-an-islamic-reformation-prevent-violent-radicalisation_us_5922e48ee4b0e8f558bb283e,"egyptian copt attacks: why a âreligious revolutionâ in islam wonât stop violent radicalizationgeorges fahmi, european university institute this article has been updated to reflect the latest developments on egyptâs",2017-05-22,0
stepping up the fight against money laundering and terrorist financing,"christine lagarde, contributormanaging director, international monetary fund",https://www.huffingtonpost.com/entry/stepping-up-the-fight-against-money-laundering-and_us_5978ac76e4b0940189700e1f,"stepping up the fight against money laundering and terrorist financingcorrupt officials, tax cheats, and the financial backers of terrorism have one thing in common: they often exploit vulnerabilities",2017-07-26,0
love letters: michigan lakes,"love letters, contributor
an anthology of reflections on places the world over",https://www.huffingtonpost.com/entry/love-letters-michigan-lak_us_5b9d811be4b03a1dcc88dc96,"love letters: michigan lakesweekend getaways also offer silent moments in a very hectic life to reconnect with my creativity and seek inspiration. now those weekends stretch throughout each summer as me, my husband and five-year-old son, quinn, soak in the small towns with city charm.",2013-10-02,1
trump's islamophobic retweets widely condemned by religious leaders,carol kuruvilla,https://www.huffingtonpost.com/entry/trump-islamophobic-retweets-religious-leaders_us_5a1ec053e4b0dc52b02ade8b,"trump's islamophobic retweets widely condemned by religious leadersmuslims and their interfaith allies are refusing to give bigotry ""a free pass.""",2017-11-29,0
"for a smarter trip, consult your concierge","christopher elliott, contributor
author, how to be the world's smartest traveler (and save time...",https://www.huffingtonpost.com/entry/for-a-smarter-trip-consul_us_5b9de3c2e4b03a1dcc8e3316,"for a smarter trip, consult your conciergeinstead of asking your questions on the spot, chopra advises calling ahead of time and giving a concierge a chance to dig and do some research for you. relay the specifics of what you're looking for, be friendly and respectful, and remember how useful a concierge can be.",2014-02-21,1
top 6 flying fear factors and ways to overcome them,"chris lopinto, contributor
co-founder & president, expertflyer.com",https://www.huffingtonpost.com/entry/top-6-flying-fear-factors_us_5b9de01ce4b03a1dcc8dff45,top 6 flying fear factors and ways to overcome them6. fear: unknown or unfamiliar sounds this is the item that i refer to as the 'art school' -- because it makes every person,2014-02-19,1
the one-day guide to new orleans' literary landmarks,"where, contributor
local guides. worldwide.",https://www.huffingtonpost.com/entry/a-literary-tour-of-new-orleans_us_5b9de7e4e4b03a1dcc8e7f61,"the one-day guide to new orleans' literary landmarkseach spring bibliophiles and brando buffs flock to the tennessee williams/new orleans literary festival to pay homage to the late great playwright, who penned a streetcar named desire in what he called his ""spiritual home.""",2014-03-07,1
5 ways to travel more spontaneously,"triposo, contributor
the living, breathing travel app designed by and for travelers...",https://www.huffingtonpost.com/entry/5-ways-to-travel-more-spo_us_5b9d4ef7e4b03a1dcc867f6e,"5 ways to travel more spontaneouslyit's not hard to compile a list of must-visit sights and attractions before you travel. but if you only focus on high profile places, you'll miss out. here are our recommendations for traveling more spontaneously and uncovering the adventure in each place you visit.",2013-06-30,1
report: north korea may be moving intercontinental ballistic missile,"christine kim, reuters",https://www.huffingtonpost.com/entry/north-korea-moving-ballistic-missile_us_59ae14c8e4b0b5e531004fb5,"report: north korea may be moving intercontinental ballistic missilethe rocket started moving on monday, a day after north koreaâs sixth nuclear test.",2017-09-05,0
sometimes the best part of traveling is coming home to a really excited dachshund,"paula froelich, contributor
founder, a broad abroad",https://www.huffingtonpost.com/entry/sometimes-the-best-part-o_us_5b9dee5fe4b03a1dcc8efdb7,sometimes the best part of traveling is coming home to a really excited dachshundi obviously love to travel... but even more exciting than visiting far off lands is coming home to karl froelich.,2014-03-19,1
'cow economics' are killing india's working class,"the conversation global, contributorthe conversation is a collaboration between editors and academ...",https://www.huffingtonpost.com/entry/cow-economics-are-killing-indias-working-class_us_594bd812e4b092ed90588c23,"'cow economics' are killing india's working classhindu slaughterhouse owners, on the other hand, have been largely spared by the wrath of cow vigilantes and onerous regulations",2017-06-22,0
confessions of an airport shuttle van driver,"george hobica, contributor
syndicated travel writer and founder, airfarewatchdog.com",https://www.huffingtonpost.com/entry/confessions-of-an-airport_us_5b9b5f1fe4b03a1dcc770397,"confessions of an airport shuttle van driverever wonder about the guy (or woman) driving you between the airport and your hotel, rental car or other destination?",2012-02-28,1
olympic-worthy oyster shucking in pei (photos),"necee regis, contributor
travel writer, food writer, photographer and oyster blogger",https://www.huffingtonpost.com/entry/olympic-worthy-oyster-shucking_us_5b9c1906e4b03a1dcc7c4fb2,"olympic-worthy oyster shucking in pei (photos)if you've never been to an oyster shucking competition you're missing out on one of the great sporting events of the world, something i hope will be elevated to olympic status one day.",2012-08-07,1
hawaii-bound flight diverted because man was upset over a blanket,carla herreria,https://www.huffingtonpost.com/entry/hawaii-flight-diverted-blanket-dispute_us_58c3203ee4b0ed71826cc2eb,"hawaii-bound flight diverted because man was upset over a blanketthe flight was reportedly chilly, and so was the mood on the plane.",2017-03-11,1
seven things you (maybe) shouldn't buy before you travel,"smartertravel, contributor
smartertravel.com",https://www.huffingtonpost.com/entry/seven-things-you-maybe-sh_us_5b9d8f6ae4b03a1dcc898126,seven things you (maybe) shouldn't buy before you travelshould you insure your trip? do you really need those extra inches of legroom? is an expedited-passport service worth the cost? we have the answers. here are seven things that you can probably do without on your next trip.,2013-09-30,1
right-wing israeli government moves even further away from 2-state solution,"maayan lubell, reuters",https://www.huffingtonpost.com/entry/right-wing-israeli-government-moves-even-further-away-from-2-state-solution_us_5a4ba47de4b0b0e5a7a8c56c,right-wing israeli government moves even further away from 2-state solutionthe move would make it harder for israel to cede control over parts of jerusalem in any peace deal with the palestinians.,2018-01-02,0
time is running out for buried survivors of central mexico earthquake,"by daniel trotta and adriana barrera, reuters",https://www.huffingtonpost.com/entry/mexico-earthquake-search-for-survivors_us_59c3818ae4b063b25317fae4,"time is running out for buried survivors of central mexico earthquakesome 52 buildings collapsed in the capital alone, with more in the surrounding states.",2017-09-21,0
a moment of dignity from the tsa,"eva moon, contributor
writer, performing artist",https://www.huffingtonpost.com/entry/a-moment-of-dignity-tsa_us_5b9d9ff3e4b03a1dcc8a66ee,"a moment of dignity from the tsait seems a little silly, i know, making a ceremonial occasion on an x-ray scanner in a bustling airport, but it was oddly moving too -- a moment of humanity in the middle of a dehumanizing process.",2013-10-30,1
trumpâs 'new' strategy in afghanistan is doomed to fail,"alon ben-meir, contributorsenior fellow, center for global affairs, nyu",https://www.huffingtonpost.com/entry/trumps-new-strategy-in-afghanistan-is-doomed-to_us_599db3cce4b056057bddd020,"trumpâs 'new' strategy in afghanistan is doomed to failpresident trumpâs new strategy that would presumably win the war against the taliban in afghanistan is doomed to fail, just",2017-08-23,0
will reelected chancellor merkelâs government defend germany and europe?,"doug bandow, contributorcontributing writer, policy analyst, one who tilts at windmills",https://www.huffingtonpost.com/entry/will-reelected-chancellor-merkels-government-defend_us_59c8b210e4b0f2df5e83afd0,will reelected chancellor merkelâs government defend germany and europe?even before becoming president donald trump railed against the europeansâ refusal to spend more on their own defense. since,2017-09-25,0
"summer in benidorm, spain (photos)",emi boscamp,https://www.huffingtonpost.com/entry/travel-tuesday-summer-benidorm-spain_us_5b9d6cf4e4b03a1dcc87dbff,"summer in benidorm, spain (photos)the town of benidorm is located in the costa blanca region of spain's coast -- about 25 miles to the northeast of alicante",2013-08-13,1
16 local legends you should probably pay attention to,suzy strutner,https://www.huffingtonpost.com/entry/legend-has-it_us_5b9de55ee4b03a1dcc8e5116,"16 local legends you should probably pay attention to15. if you're looking to get in touch with the spirits, tour the winchester mystery house in san jose, california. widow",2014-03-01,1
10 cures for the chronic overpacker,"smartertravel, contributor
smartertravel.com",https://www.huffingtonpost.com/entry/10-cures-for-the-chronic_us_5b9d942de4b03a1dcc89c18c,"10 cures for the chronic overpackercan't seem to travel without an overstuffed bag? we're here to help. if you're a chronic overpacker, these 10 tips will cure you of your bad packing habits forever.",2013-10-07,1
turkey anyone?,"fly.com, contributor
fly.com",https://www.huffingtonpost.com/entry/christmas-travel-food_us_5b9ca806e4b03a1dcc809bf8,"turkey anyone?what will be on the menu for those flying on xmas day this year... sandwiches, crackers, peanuts or something a little more festive?",2012-12-25,1
an appalachian trail road trip,"home away, contributorhomeaway.com",https://www.huffingtonpost.com/entry/take-an-appalachian-trail_b_5696430.html,"an appalachian trail road tripthis road trip will also deepen your knowledge of american history and geography. the appalachian trail passes through 14 states, but the best driving routes are the skyline drive in virginia and the blue ridge parkway in north carolina.",2014-08-26,1
6 ultra-manly hotels for your father (photos),"conde nast traveler, contributor
conde nast traveler",https://www.huffingtonpost.com/entry/6-ultra-manly-hotels-for-fathers-day_us_5b9bd932e4b03a1dcc7ab58d,"6 ultra-manly hotels for your father (photos)it's coming up on father's day, and once again, we're here to make your gift-giving experience go as smoothly as possible. how, you ask? by providing a range of perfect hotel experiences to suit all dad types!",2012-06-15,1
does the tsa give you good service? (poll),"christopher elliott, contributor
author, how to be the world's smartest traveler (and save time...",https://www.huffingtonpost.com/entry/does-the-tsa-give-you-goo_us_5b9d6b58e4b03a1dcc87caa6,"does the tsa give you good service? (poll)like most americans, jim davies thinks the transportation security administration might benefit from top-to-bottom reform.",2013-08-09,1
